insee	libelle1	libelle2	voie_num	voie_type	voie_nom	local	voie	CPBIBLIO	CEDEXB	BP	ville	DEPT	REGION	population_legale	
1390	BIBLIOTHEQUE MUNICIPALE		935	RUE	CLAIREFONTAINES		935 RUE CLAIREFONTAINES	1150			Saint-Vulbas	1	82	940	
1391	Bibliothèque de Salavre					Mairie		1270			Salavre	1	82	294	
1397	BIBLIOTHEQUE MUNICIPALE DE SAUVERNY		236	LES PASSEREAUX	GENEVRIERS		236 LES PASSEREAUX GENEVRIERS	1220			Sauverny	1	82	1136	
1398	Bibliothèque municipale de Savigneux		46 B	rue	du verger	résidence des anciennes écoles	46 B rue du verger	1480			Savigneux	1	82	1200	
1399	BIBLIOTHEQUE MUNICIPALE DE SEGNY		103	rue	du vieux boug		103 rue du vieux boug	1170			Ségny	1	82	1631	
1401	Bibliothèque Municipale de Sergy		1	Place	de la mairie		1 Place de la mairie	1630			Sergy	1	82	1745	
1402	BIBLIOTHEQUE MUNICIPALE		215	RUE	DU BOURG		215 RUE DU BOURG	1190			Sermoyer	1	82	676	
1403	BIBLIOTHEQUE MUNICIPALE					Place de la Mairie		1470			Serrières-de-Briord	1	82	1129	
1408	BIBLIOTHEQUE MUNICIPALE			ROUTE	DE VILLEREVERSURE		ROUTE DE VILLEREVERSURE	1250			Simandre-sur-Suran	1	82	675	
1410	BIBLIOTHEQUE MUNICIPALE			PLACE	AIME MARECHAL	MAIRIE	PLACE AIME MARECHAL	1580			Sonthonnax-la-Montagne	1	82	346	
1412	BIBLIOTHEQUE DE SULIGNAT					LE VILLAGE		1400			Sulignat	1	82	596	
1416	BIBLIOTHEQUE MUNICIPALE DE TENAY					RESIDENCE SALLIER		1230			Tenay	1	82	1129	
1418	BIBLIOTHEQUE MUNICIPALE DE THIL		340	RUE	DE LA MAIRIE		340 RUE DE LA MAIRIE	1120			Thil	1	82	1089	
1419	BIBLIOTHEQUE MUNICIPALE			RUE	DU BREU	B.P. 19	RUE DU BREU	1710			Thoiry	1	82	5092	
1420	Bibliothèque Municipale de Thoissey		11	rue	de Bel Air		11 rue de Bel Air	1140			Thoissey	1	82	1516	
1422	BIBLIOTHEQUE MUNICIPALE					LE VILLAGE		1250			Tossiat	1	82	1422	
1423	BIBLIOTHEQUE MUNICIPALE DE TOUSSIEUX		393			RUE DU MORBIER	393	1600			Toussieux	1	82	756	
1425	Bibliothèque Municipale				Le Village		Le Village	1160			La Tranclière	1	82	310	
1426	Bibliotheque de l'Association des amis de Treffort-Cuisiat		12			Place du champ de foire	12	1370			Treffort-Cuisiat	1	82	2118	
1431	BIBLIOTHEQUE MUNICIPALE					MAIRIE		1150			Vaux-en-Bugey	1	82	1141	
1432	Bibliothèque municipale					Maire		1270			Verjon	1	82	259	
1435	Bibliothèque Municipale de Versonnex		21	chemin levé			21 chemin levé	1210			Versonnex	1	82	2122	
1436	Bibliothèque de Vesancy		340		rue du château	La Cure	340   rue du château	1170			Vesancy	1	82	541	
1441	BIBLIOTHEQUE MUNICIPALE					1 PLACE DE LA MAIRIE		1430			Vieu-d'Izenave	1	82	698	
1443	MEDIATHEQUE MUNICIPALE		51	Passage	Jean Ferrat		51 Passage Jean Ferrat	1330			Villars-les-Dombes	1	82	4421	
1444	BIBLIOTHEQUE MUNICIPALE DE VILLEBOIS		25	RUE	DE VOUGY	MAIRIE	25 RUE DE VOUGY	1150			Villebois	1	82	1131	
1445	BIBLIOTHEQIE MUNICIPALE							1270			Villemotier	1	82	609	
1446	Bibliothéque municipale villeneuve					Route de Villars		1480			Villeneuve	1	82	1376	
1447	BIBLIOTHEQUE MUNICIPALE VILL'KILI		100	ROUTE	DE BOURG		100 ROUTE DE BOURG	1250			Villereversure	1	82	1308	
1450	BIBLIOTHEQUE MUNICIPALE							1800			Villieu-Loyes-Mollon	1	82	3008	
1451	BIBLIOTHEQUE MULTIMEDIA		313	RUE	PROSPER CONVERT		313 RUE PROSPER CONVERT	1440			Viriat	1	82	5906	
1452	BIBLIOTHEQUE MUNICIPALE				ROUTE DE LYON		ROUTE DE LYON	1510			Virieu-le-Grand	1	82	1107	
1453	Bibliothèque du C.E				La Pièce	Foyer C.A.T.	La Pièce	1260			Virieu-le-Petit	1	82	315	
1454	BIBLIOTHEQUE MUNICIPALE		62		PLACE DE L'EGLISE		62   PLACE DE L'EGLISE	1300			Virignin	1	82	824	
1457	BIBLIOTHEQUE MUNICIPALE DE VONNAS			place	Ferdinand de Béost		place Ferdinand de Béost	1540			Vonnas	1	82	2746	
2009	MEDIATHEQUE MUNICIPALE D'ALAINCOURT		39	RUE	DU GENERAL DE GAULLE		39 RUE DU GENERAL DE GAULLE	2240			Alaincourt	2	22	502	
2011	BIBLIOTHEQUE D'AMBLENY		11	RUE	DE LA TOUR		11 RUE DE LA TOUR	2290			Ambleny	2	22	1233	
2018	MEDIATHEQUE MUNICIPALE D'ANIZY-LE-CHATEAU	ESPACE VOLTAIRE	7 B	RUE	AIGLE NOIR	BP 12	7 B RUE AIGLE NOIR	2320		BP 12	Anizy-le-Château	2	22	1930	
2031	BIBLIOTHEQUE		11 BIS	RUE	DOCTEUR SCHLIENGER		11 BIS RUE DOCTEUR SCHLIENGER	2500			Aubenton	2	22	711	
2049	BIBLIOTHEQUE MUNICIPALE DE BARISIS AUX BOIS			RUE	DU MARAIS	MAIRIE	RUE DU MARAIS	2700			Barisis	2	22	722	
2057	BIBLIOTHEQUE DE BEAUREVOIR	0		PLACE	CHARLES DE GAULLE	0	PLACE CHARLES DE GAULLE	2110			Beaurevoir	2	22	1548	
2064	BIBLIOTHEQUE MUNICIPALE		3 BIS	RUE	DU VAL		3 BIS RUE DU VAL	2200			Belleu	2	22	3987	
2071	BIBLIOTHEQUE MUNICIPALE BERNY-RIVIERE	0		PLACE	DE LA MAIRIE	0	PLACE DE LA MAIRIE	2290			Berny-Rivière	2	22	608	
2083	MEDIATHEQUE MUNICIPALE DE BEUVARDES	MAIRIE	1	RUE	DE FERE		1 RUE DE FERE	2130			Beuvardes	2	22	726	
2084	CRLD				GRANDE RUE	MAIRIE	GRANDE RUE	2310			Bézu-le-Guéry	2	22	264	
2086	BICHANCOURT LECTURE		3	rue	de l'Eglise		3 rue de l'Eglise	2300			Bichancourt	2	22	1012	
2089	BIBLIOTHEQUE DE BILLY SUR AISNE	0		PLACE	DE LA MAIRIE	ECOLE LOUIS PASTEUR	PLACE DE LA MAIRIE	2200			Billy-sur-Aisne	2	22	1117	
2093	MEDIATHEQUE ANN MORGAN		2	RUE	DE LA CHOUETTE		2 RUE DE LA CHOUETTE	2300			Blérancourt	2	22	1330	
2095	BIBLIOTHEQUE MUNICIPALE DE BOHAIN		14	RUE	de la République		14 RUE de la République	2110			Bohain-en-Vermandois	2	22	6253	
2110	MEDIATHEQUE DE BRAINE		4	RUE	BAILLEUX		4 RUE BAILLEUX	2220			Braine	2	22	2140	
2111	BIBLIOTHEQUE DE BRANCOURT-EN-LAONNOIS		42	RUE	DE LA CROIX BLANCHE		42 RUE DE LA CROIX BLANCHE	2320			Brancourt-en-Laonnois	2	22	665	
2114	MEDIATHEQUE MUNICIPALE	FRANCOISE COETTE		PLACE	BRIGOT		PLACE BRIGOT	2400			Brasles	2	22	1313	
2125	BIBLIOTHEQUE LIRE A BRUMETZ	BIBLIOTHEQUE	13		GRANDE RUE	MAIRIE	13   GRANDE RUE	2810			Brumetz	2	22	213	
2128	Bibliothèque Arsène Houssaye	ARSENE HOUSSAYE	12	PLACE	des Leups		12 PLACE des Leups	2860			Bruyères-et-Montbérault	2	22	1626	
2140	"BIBLIOTHEQUE ""LIRE A CAMELIN"					MAIRIE DE CAMELIN		2300			Camelin	2	22	454	
2141	BIBLIOTHEQUE MUNICIPALE				Rue des Poilus de Verdun		Rue des Poilus de Verdun	2260			La Capelle	2	22	1975	
2145	BIBLIOTHEQUE MUNICIPALE DE CAUMONT	MAIRIE	1	RUE	DE LA MAIRIE		1 RUE DE LA MAIRIE	2300			Caumont	2	22	582	
2157	Charlie Chaplin		rue	RUE	Renoir		rue RUE Renoir	2000			Chambry	2	22	773	
2163	BIBLIOTHEQUE MUNICIPALE					CENTRE CULTUREL FERNAND PINAL		2310			Charly-sur-Marne	2	22	2753	
2165	BIBLIOTHEQUE DE CHARMES		30	RUE	DES BOURGMESTRES	ESPACE MARCELLINE	30 RUE DES BOURGMESTRES	2800			Charmes	2	22	1720	
2168	MEDIATHEQUE JEAN MACE		14	RUE	JEAN DE LA FONTAINE		14 RUE JEAN DE LA FONTAINE	2400			Château-Thierry	2	22	15367	
2173	MEDIATHEQUE MUNICIPALE	ANDRE MALRAUX	28	RUE	DE LA PAIX		28 RUE DE LA PAIX	2300	2302		Chauny	2	22	12592	
2179	BIBBLIOTHEQUE CHERY-CHARTREUVE	CRLD	6	RUE	DE FISMES	0	6 RUE DE FISMES	2220			Chéry-Chartreuve	2	22	334	
2180	BIBLIOTHEQUE DE CHERY LES POUILLY			RUE	DE CRECY		RUE DE CRECY	2000			Chéry-lès-Pouilly	2	22	680	
2185	BIBLIOTHEQUE LIRE EN ORXOIS					PLACE DE L'EGLISE		2810			Chézy-en-Orxois	2	22	374	
2186	BIBLIOTHEQUE MUNICIPALE			AVENUE	DU GENERAL LECLERC		AVENUE DU GENERAL LECLERC	2570			Chézy-sur-Marne	2	22	1383	
2187	BIBLIOTHEQUE DE LA COMMUNE DE CHIERRY			PLACE	IRENE JOLIOT CURIE		PLACE IRENE JOLIOT CURIE	2400			Chierry	2	22	1101	
2190	ASSOCIATION PLAISIR DE LIRE			place	LAMARTINE	MAIRIE	place LAMARTINE	2880			Chivres-Val	2	22	606	
2191	BIBLIOTHEQUE MUNICIPALE DE CHIVY LES ETOUVELLES			RUE	DU MOULIN		RUE DU MOULIN	2000			Chivy-lès-Etouvelles	2	22	520	
2192	BIBLIOTHEQUE MUNICIPALE DE CHOUY		2	PLACE	DE L'EGLISE	MAIRIE	2 PLACE DE L'EGLISE	2210			Chouy	2	22	396	
2203	BIBLIOTHEQUE MUNICIPALE			RUE	DES BORDEAUX	MAIRIE	RUE DES BORDEAUX	2210			Coincy	2	22	1292	
2209	BIBLIOTHEQUE DE CONDE-EN-BRIE		1	RUE	DE CHAURY		1 RUE DE CHAURY	2330			Condé-en-Brie	2	22	660	
2212	MEDIATHEQUE GERALD NABERES		123	CHAUSSEE	BRUNEHAUT		123 CHAUSSEE BRUNEHAUT	2700			Condren	2	22	735	
2215	BIBLIOTHEQUE MUNICIPALE DE CORBENY		3 bis	rue	des remparts du nord		3 bis rue des remparts du nord	2820			Corbeny	2	22	713	
2217	MAIRIE DE COUCY LE CHATEAU	BIBLIOTHEQUE MEDIATHEQUE DE COUCY		RUE DU CHATEAU	1er étage	HOTEL DE VILLE	RUE DU CHATEAU 1er étage	2380			Coucy-le-Château-Auffrique	2	22	1108	
2226	BIBLIOTHEQUE MUNICIPALE							2200			Courmelles	2	22	1724	
2237	BIBLIOTHEQUE MUNICIPALE DE CRECY SUR SERRE	0	2	AVENUE	DES ECOLES	0	2 AVENUE DES ECOLES	2270			Crécy-sur-Serre	2	22	1521	
2242	BIBLIOTHEQUE MUNICIPALE			RUE	DES ECOLES	MAIRIE	RUE DES ECOLES	2310			Crouttes-sur-Marne	2	22	668	
2243	BIBLITOTHEQUE DE CROUY	0	31	AVENUE	GENERAL PATTON	0	31 AVENUE GENERAL PATTON	2880			Crouy	2	22	2782	
2245	BIBLIOTHEQUE MUNICIPALE DE CUFFIES	0	NC	RUE	DU MARAIS	ECOLE PRIMAIRE	NC RUE DU MARAIS	2880			Cuffies	2	22	1693	
2264	BIBLIOTHEQUE MUNICIPALE		5	RUE	DE LA MAIRIE		5 RUE DE LA MAIRIE	2340			Dizy-le-Gros	2	22	793	
2279	Bibliothèque municipale	0	6	PLACE	de l'Europe	0	6 PLACE de l'Europe	2400			Epaux-Bézu	2	22	583	
2282	BIBLIOTHEQUE			RUE	DU MONUMENT		RUE DU MONUMENT	2840			Eppes	2	22	392	
2287	BIBLIOTHEQUE D'ESSIGNY LE GRAND	0		RUE	DE FLANDRE	0	RUE DE FLANDRE	2690			Essigny-le-Grand	2	22	1163	
2290	BIBLIOTHEQUE MUNICIPALE D\'ESSOMES-SUR-MARNE		26	RUE	ROOSEVELT		26 RUE ROOSEVELT	2400			Essômes-sur-Marne	2	22	2689	
2292	MEDIATHEQUE MUNICIPALE		3	RUE	DE CHIERRY		3 RUE DE CHIERRY	2400			Etampes-sur-Marne	2	22	1235	
2295	L'OISE AUX LIVRES	OISE AUX LIVRES		Rue	de la Libération	Médiathèque	Rue de la Libération	2580			Etréaupont	2	22	881	
2296	BIBLIOTHEQUE D'ETREILLERS				PLACE DE VERDUN BP11		PLACE DE VERDUN BP11	2590			Etreillers	2	22	1194	
2298	BIBLIOTHEQUE MUNICIPALE		107	RUE	du 2 Septembre	CENTRE SOCIO-CULTUREL	107 RUE du 2 Septembre	2510			Etreux	2	22	1602	
2301	BIBLIOTHEQUE MUNICIPALE DE FAUCOUCOURT (*)	0	2	RUE	SAINT MARTIN	0	2 RUE SAINT MARTIN	2320			Faucoucourt	2	22	324	
2304	BIBLIOTHEQUE MUNICIPALE DE LA FERE			RUE	DES BIGONS	CENTRE SOCIO-CULTUREL	RUE DES BIGONS	2800			La Fère	2	22	3101	
2305	Médiathèque Intercommunale du Tardenois		1	RUE	de la Croix Poiret		1 RUE de la Croix Poiret	2130			Fère-en-Tardenois	2	22	3342	
2307	OFFICE DE TOURISME	BIBLIOTHEQUE	31	RUE	DE LA CHAUSSEE		31 RUE DE LA CHAUSSEE	2460			La Ferté-Milon	2	22	2437	
2312	BIBLIOTHEQUE MUNICIPALE	CENTRE DE LECTURE ET DE DOCUMENTATION	4	RUE	rue Albert Lefebvre	ALBERT LEFEBVRE	4 RUE rue Albert Lefebvre	2260			La Flamengrie	2	22	1060	
2318	BIBLIOTHEQUE MUNICIPALE DE FOLEMBRAY			RUE	HENRI LEGUAY		RUE HENRI LEGUAY	2670			Folembray	2	22	1561	
2326	BIBLIOTHEQUE DE FONTENOY OSLY-COURTIL	0		PLACE	DE LA MAIRIE	0	PLACE DE LA MAIRIE	2290			Fontenoy	2	22	530	
2334	BIBLIOTHEQUE MUNICIPALE DE FRESNOY LE GRAND		95	RUE	ALBERT MEUNIER		95 RUE ALBERT MEUNIER	2230			Fresnoy-le-Grand	2	22	3085	
2336	BIBLIOTHEQUE MUNICIPALE			PLACE	ANDRE RULLIER		PLACE ANDRE RULLIER	2700			Frières-Faillouël	2	22	944	
2355	MEDIATHEQUE MUNICIPALE DE GRICOURT		6	PLACE	JULES FERRY		6 PLACE JULES FERRY	2100			Gricourt	2	22	875	
2361	BIBLIOTHEQUE MUNICIPALE			Place du Familistère	DU FAMILISTERE		Place du Familistère DU FAMILISTERE	2120			Guise	2	22	5508	
2363	BIBLIOTHEQUE DE GUNY			PLACE	SAINT GEORGES	MAIRIE DE GUNY	PLACE SAINT GEORGES	2300			Guny	2	22	443	
2381	BIBLIOTHEQUE DU CHATEAU	DU CHATEAU	6	IMPASSE	DU CHATEAU		6 IMPASSE DU CHATEAU	2500			Hirson	2	22	9716	
2382	MEDIATHEQUE D' HOLNON			ESPLANADE	CHARLES DE GAULLE		ESPLANADE CHARLES DE GAULLE	2760			Holnon	2	22	1411	
2387	MEDIATHEQUE D'ITANCOURT	ANTOINE DE SAINT-EXUPERY	14	RUE	DE L'EGLISE		14 RUE DE L'EGLISE	2240			Itancourt	2	22	1150	
2398	BIBLIOTHEQUE MUNICIPALE		19	RUE	LOUIS PHILIPON		19 RUE LOUIS PHILIPON	2880			Juvigny	2	22	284	
2405	BIBLIOTHEQUE					MAIRIE		2140			Landouzy-la-Ville	2	22	526	
2408	BIBLIOTHEQUE MUNICIPALE	SUZANNE MARTINET		RUE	MARCELIN BERTHELOT	BIBLIOTHEQUE SUZANNE-MARTINET	RUE MARCELIN BERTHELOT	2000	CEDEX		Laon	2	22	27230	
2425	BIBLIOTHEQUE COMMUNALE		5			PLACE CHARLES DE GAULLE	5	2500			Leuze	2	22	157	
2426	BIBLIOTHEQUE MUNICIPALE DE LEVERGIES	0	23	RUE	MARIE TROCME	0	23 RUE MARIE TROCME	2420			Levergies	2	22	612	
2439	BIBLIOTHEQUE LONGUEVAL	ASSOCIATION FAMILLES RURALES	19	RUE	CHEMIN DES DAMES	NC	19 RUE CHEMIN DES DAMES	2160			Longueval-Barbonval	2	22	481	
2443	BIBLIOTHEQUE A.C.S.L.		15	Route de	Marigny	MAIRIE	15 Route de Marigny	2400			Lucy-le-Bocage	2	22	177	
2468	BIBLIOTHEQUE MUNICIPALE			RUE	DESAINS	RUE DESAINS	RUE DESAINS	2250			Marle	2	22	2436	
2474	BIBLIOTHEQUE		5	RUE	PASTEUR	MAIRIE	5 RUE PASTEUR	2700			Mennessis	2	22	401	
2497	SYNDICAT DE REGROUPEMENT SCOLAIRE CHAILVET-MONS	MEDIATHEQUE INTERCOMMUNALE GEORGES LEFEVRE	1	PLACE	D'AIX EN PROVENCE		1 PLACE D'AIX EN PROVENCE	2000			Mons-en-Laonnois	2	22	2750	
2500	MEDIATHEQUE DE MONTBREHAIN	0		RUE	CHARLES DE GAULLE	MAIRIE	RUE CHARLES DE GAULLE	2110			Montbrehain	2	22	828	
2502	BIBLIOTHEQUE		21	RUE	DOUMER		21 RUE DOUMER	2340			Montcornet	2	22	1650	
2525	MEDIATHEQUE DE MORCOURT	0	3	RUE	DU CDT GUY	0	3 RUE DU CDT GUY	2100			Morcourt	2	22	608	
2541	BIBLIOTHEQUE MUNICIPALE		1	PLACE	DE L'EGLISE		1 PLACE DE L'EGLISE	2190			Neufchâtel-sur-Aisne	2	22	443	
2555	MEDIATHEQUE HENRY MURGER			PARC	DU 8 MAI 1945	MAIRIE	PARC DU 8 MAI 1945	2310			Nogent-l'Artaud	2	22	2175	
2558	BIBLIOTHEQUE DU NOUVION EN THIERACHE				PLACE DU GENERAL DE GAULLE	PLACE DU GENERAL DE GAULLE	PLACE DU GENERAL DE GAULLE	2170			Le Nouvion-en-Thiérache	2	22	2888	
2596	BIBLIOTHEQUE RURALE			PLACE	DU GENERAL DE GAULLE	MAIRIE	PLACE DU GENERAL DE GAULLE	2310			Pavant	2	22	791	
2602	BIBLIOTHEQUE MUNICIPALE DE PINON	0				GROUPE SCOLAIRE LOUIS ARAGON		2320			Pinon	2	22	1783	
2613	bibliotheque de pontavert - lire à pontavert	LIRE A PONTAVERT		PLACE	place du moulin walbum		PLACE place du moulin walbum	2160			Pontavert	2	22	612	
2617	BIBLIOTHEQUE MUNICIPALE							2270			Pouilly-sur-Serre	2	22	582	
2643	Médiathèque Croq'livres Georges Brassens		6	grand'rue	de l\'église	MAIRIE	6 grand'rue	2290			Ressons-le-Long	2	22	798	
2648	MEDIATHEQUE DE RIBEMONT	0	11	RUE	CONDORCET	0	11 RUE CONDORCET	2240			Ribemont	2	22	2062	
2659	MEDIATHEQUE DE ROUVROY		2	RUE	LOUIS PLANCHON		2 RUE LOUIS PLANCHON	2100			Rouvroy	2	22	386	
2666	BIBLIOTHEQUE AU FIL DES PAGES			RUE	GERARD ADOLPHE MARTIN	MAIRIE	RUE GERARD ADOLPHE MARTIN	2360			Rozoy-sur-Serre	2	22	1048	
2668	Médi@line	Médiathèque de Sains Richaumont	6		rue de l'école maternelle		6   rue de l'école maternelle	2120			Sains-Richaumont	2	22	970	
2676	BIBLIOTHEQUE MUNICIPALE DE ST ERME OUTRE RAMECOURT		46		GRANDE RUE	MAIRIE	46   GRANDE RUE	2820			Saint-Erme-Outre-et-Ramecourt	2	22	1847	
2684	MEDIATHEQUE MARC BLANCPAIN	MARC BLANCPAIN		Place Rochefort		Place Rochefort	Place Rochefort	2830			Saint-Michel	2	22	3583	
2686	BIBLIOTHEQUE MUNICIPALE			PLACE	DE LA MAIRIE		PLACE DE LA MAIRIE	2300			Saint-Paul-aux-Bois	2	22	404	
2691	BIBLIOTHEQUE MUNICIPALE		9	RUE	DES CANONNIERS		9 RUE DES CANONNIERS	2100			Saint-Quentin	2	22	58477	
2701	BIBLIOTHEQUE MUNICIPALE DE SAULCHERY					PLACE JEAN MOULIN		2310			Saulchery	2	22	683	
2702	MEDIATHEQUE MUNICIPALE DE SAVY			PLACE	SAINT MARTIN		PLACE SAINT MARTIN	2590			Savy	2	22	663	
2706	CRLD SEPTMONTS	LIRE AU VILLAGE				COUR DE LA MAIRIE		2200			Septmonts	2	22	582	
2710	BIBLIOTHEQUE MUNICIPALE DE SERAUCOURT LE GRAND	O	1	RUE	CHARLES VOYEUX	O	1 RUE CHARLES VOYEUX	2790	O		Seraucourt-le-Grand	2	22	795	
2719	BIBLIOTHEQUE ADEON MONTFRONT		2	RUE	ACHILLE CHEMIN		2 RUE ACHILLE CHEMIN	2300			Sinceny	2	22	2188	
2720	BIBLIOTHEQUE MUNICIPALE			RUE	Verdun		RUE Verdun	2150			Sissonne	2	22	2249	
2722	BIBLIOTHEQUE MUNICIPALE		1	RUE	JEAN DE DORMANS		1 RUE JEAN DE DORMANS	2200			Soissons	2	22	29667	
2738	"MEDIATHEQUE L'OISEAU ""LIRE"""		1	Place	Lionel Lefèvre		Place Lionel Lefèvre	2700			Tergnier	2	22	14627	
2748	BIBLIOTHEQUE MUNICIPALE DE TRELOU SUR MARNE		NC	NC	NC		NC NC NC	2850			Trélou-sur-Marne	2	22	979	
2750	BIBLIOTHEQUE DE TROSLY-LOIRE			PLACE	ALBERT BRUN		PLACE ALBERT BRUN	2300			Trosly-Loire	2	22	592	
2780	BIBLIOTHEQUE DE VENIZEL	0				MAIRIE		2200			Venizel	2	22	1406	
2781	BIBLIOTHEQUE MUNICIPALE DE VERDILLY			PLACE	DE LA MAIRIE		PLACE DE LA MAIRIE	2400			Verdilly	2	22	452	
2785	MEDIATHEQUE DE VERMAND	0	2		GRANDE RUE	0	2   GRANDE RUE	2190			Vermand	2	22	1056	
2789	BIBLIOTHEQUE DE VERVINS		4	PLACE	DU GENERAL DE GAULLE		4 PLACE DU GENERAL DE GAULLE	2140			Vervins	2	22	2849	
2790	ROYAUME DU LIVRE		4	RUE	DU FORT		4 RUE DU FORT	2350			Vesles-et-Caumont	2	22	222	
2794	BIBLIOTHEQUE DE VEZILLY			PLACE	RENE BARBIER		PLACE RENE BARBIER	2130			Vézilly	2	22	161	
2795	MEDIATHEQUE FRANCOIS MITTERAND	0		RUE	LUCIEN DAMY	Mairie	RUE LUCIEN DAMY	2290			Vic-sur-Aisne	2	22	1754	
2804	BIBLIOTHEQUE DE VILLEMONTOIRE	0	2	RUE	MOULIN A VENT	MAIRIE	2 RUE MOULIN A VENT	2210			Villemontoire	2	22	215	
2805	BIBLIOTHEQUE MUNICIPALE VILLENEUVE ST GERMAIN	0	52	RUE	JULES FERRY	0	52 RUE JULES FERRY	2200			Villeneuve-Saint-Germain	2	22	2472	
2807	BIBLIOTHEQUE	CRLD	15	RUE	DE PHILADELPHIE	MAIRIE DE VILLEQUIER-AUMONT	15 RUE DE PHILADELPHIE	2300			Villequier-Aumont	2	22	626	
2810	MEDIATHEQUE MUNICIPALE	ALEXANDRE DUMAS		RUE	DE LA PLEIADE		RUE DE LA PLEIADE	2603	CEDEX	BP 155	Villers-Cotterêts	2	22	10510	
2820	BIBLIOTHEQUE DE VIRY-NOUREUIL	ANCIENNE GARE		RUE	DU 8 AMI 1945		RUE DU 8 AMI 1945	2300			Viry-Noureuil	2	22	1925	
2827	BIBLIOTHEQUE DE VOYENNE	0	5	RUE	DE L'EGLISE	0	5 RUE DE L'EGLISE	2250			Voyenne	2	22	290	
2830	BIBLIOTHEQUE MUNICIPALE		7	PLACE	DU DOCTEUR MARECHAL		7 PLACE DU DOCTEUR MARECHAL	2630			Wassigny	2	22	1001	
3001	BIBLIOTHEQUE D ABREST		1	AVENUE	DES GRAVIERS		1 AVENUE DES GRAVIERS	3200		BP 1002	Abrest	3	83	2732	
3013	Médiathèque d'Avermes - Espace Culturel La Passerelle	(La Passerelle = médiathèque, salles d'expo, ateliers d'art)		PLACE	CLAUDE WORMSER		PLACE CLAUDE WORMSER	3000			Avermes	3	83	3967	
3023	BIBLIOTHEQUE MUNICIPALE DE BELLERIVE SUR ALLIER		1	RUE	ADRIEN CAVY	ESPLANADE FRANCOIS MITTERRAND	1 RUE ADRIEN CAVY	3700			Bellerive-sur-Allier	3	83	8954	
3036	BIBLIOTHEQUE MUNICIPALE	FRANCOIS MITTERRAND	19	RUE	DE LA REPUBLIQUE		19 RUE DE LA REPUBLIQUE	3160			Bourbon-l'Archambault	3	83	2644	
3046	BIBLIOTHEQUE MUNICIPALE		2	RUE	DU 8 MAI 1945	Mairie	2 RUE DU 8 MAI 1945	3440			Buxières-les-Mines	3	83	1106	
3082	MEDIATHEQUE MUNICIPALE	ESPACE CULTUREL LA PLEIADE		Place	de la Butte		Place de la Butte	3600			Commentry	3	83	7011	
3084	BIBLIOTHEQUE MUNICIPALE			PLACE	DU MARCHE	CENTRE CULTUREL	PLACE DU MARCHE	3430			Cosne-d'Allier	3	83	2242	
3094	BIBLIOTHEQUE MUNICIPALE DE CREUZIER LE VIEUX				LES ARLOINGS		LES ARLOINGS	3300			Creuzier-le-Vieux	3	83	3334	
3095	BIBLIOTHEQUE MUNICIPALE DE CUSSET		8	RUE	DU PRESIDENT WILSON		8 RUE DU PRESIDENT WILSON	3300			Cusset	3	83	13815	
3098	MEDIATHEQUE MUNICIPALE			RUE	JOLIOT CURIE	ESPACE FRANCOIS MITTERRAND	RUE JOLIOT CURIE	3630			Désertines	3	83	4528	
3101	MEDIATHEQUE MUNICIPALE		14	RUE	MARCEL CACHIN		14 RUE MARCEL CACHIN	3410			Domérat	3	83	9190	
3102	BIBLIOTHEQUE-MEDIATHEQUE JEANNE CRESSANGES			RUE	SAINT LOUIS		RUE SAINT LOUIS	3290			Dompierre-sur-Besbre	3	83	3307	
3103	BIBLIOTHEQUE MUNICIPALE					HOTEL DE VILLE		3130			Le Donjon	3	83	1085	
3118	MEDIATHEQUE MUNICIPALE		12		ALLEE DES TILLEULS		12   ALLEE DES TILLEULS	3800			Gannat	3	83	6076	
3138	MEDIATHEQUE DU PAYS DE LAPALISSE	DE LAPALISSE		PLACE	DU GENERAL LECLERC		PLACE DU GENERAL LECLERC	3120			Lapalisse	3	83	8829	
3145	BIBLIOTHEQUE MUNICIPALE	CENTRE DE RESSOURCE INFORMATIF	2	PLACE	DES DROITS DE L'HOMME		2 PLACE DES DROITS DE L'HOMME	3410			Lignerolles	3	83	642	
3155	BIBLIOTHEQUE MUNICIPALE	MAIRIE		PLACE	DU GENERAL DE GAULLE		PLACE DU GENERAL DE GAULLE	3320		BP 3	Lurcy-Lévis	3	83	2167	
3185	MEDIATHEQUE		27	RUE	DES FAUCHEROUX	ESPACE BORIS VIAN	27 RUE DES FAUCHEROUX	3100			Montlucon	3	83	40828	
3190	MEDIATHEQUE INTERCOMMUNALE			PLACE	DU MARECHAL DE LATTRE DE TASSIGNY	BP 1629	PLACE DU MARECHAL DE LATTRE DE TASSIGNY	3017	CEDEX	BP 1745	Moulins	3	83	20470	
3190	BIBLIOTHEQUE MUNICIPALE DE MOULINS	LE FLORILEGE		AVENUE	ETIENNE SORREL	BP 1629	AVENUE ETIENNE SORREL	3000			Moulins	3	83	3967	
3195	BIBLIOTHEQUE MUNICIPALE			RUE	BARRA		RUE BARRA	3310			Néris-les-Bains	3	83	2826	
3254	BIBLIOTHEQUE MUNICIPALE				COUR DES BENEDICTINS		COUR DES BENEDICTINS	3500			Saint-Pourçain-sur-Sioule	3	83	5223	
3258	BIBLIOTHEQUE MUNICIPALE		6	PLACE	DE L'EGLISE		6 PLACE DE L'EGLISE	3110			Saint-Rémy-en-Rollat	3	83	1655	
